 Time        Air_Temp    MachNo_N    IAS         TAS         Press_Alt   Pot_Temp_T1 Pitot_Wing  CABIN_PRES  STATIC_PR   DEWPT       MixingRatio DewPoint    FrostPoint  POS_Roll    POS_Pitch   POS_Head    POSZ_Acc    POS_Lat     POS_Lon     POS_Alt     POS_Spd     POS_Trk     Alpha       Beta        VERT_VEL    Wind_Z      Wind_M      Wind_D      TURB        King_LWC_ad Nev_TWC     Nev_LWCcor  CDP_Conc    CDP_LWC     CDP_MenD    CDP_VolDia  CDP_EffRad  2-DC_Conc   2-DC_MenD   2-DC_VolDia 2-DC_EffRad IceMSOFreq  CPCConc     TSG_Date   
 second      degC        None        m/s         m/s         m           decK        hPa         hPa         hPa         degC        ppmw        C           C           degrees     degrees     degrees     MPsec2      degrees     degrees     m           MPsec       degrees     degrees     degrees     MPsec       MPsec       MPsec       degrees     cm^2/3*s^-1 g/m^3       g/m^3       g/m^3       #/cm^3      g/m^3       um          um          um          #/cm^3      um          um          um          Hz          #/cm^3      stamp      
  59713.2000     13.8725      0.3013     90.1779    102.3426   2150.2126    308.1479     50.7257    967.9134    780.0210 999999.9999 999999.9999 999999.9999 999999.9999   1.4848000   8.9968000 184.6795996     -0.0050  36.5787759  -97.323501  2261.74081    94.86920 185.0515997      3.0073     -2.2418     10.7568     -0.0140      7.7379    174.0219      0.4028      0.0063     -0.0014      0.0028    0.650807    0.000053 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990   2390.0000      110601
  59714.2000     13.8001      0.3018     90.2599    102.4882   2160.7530    308.1860     50.8196    967.8932    778.9960 999999.9999 999999.9999 999999.9999 999999.9999   1.6644000   8.8004000 184.6344012      0.3831  36.5779239  -97.323589  2272.31118    95.06640 185.1092004      3.0021     -1.9755     10.4418     -0.0019      7.7182    172.8085      0.4137      0.0057     -0.0013      0.0034    0.731884    0.000065    4.624762    4.843085    2.458202    0.000000 9999.999999 9999.999999 9999.999999       39990   2330.0000      110601
  59715.2000     13.7093      0.3024     90.3768    102.6663   2170.7191    308.1981     50.9535    967.7923    778.0278 999999.9999 999999.9999 999999.9999 999999.9999   1.7428000   8.5644000 184.6560010      0.6470  36.5770691  -97.323675  2282.60120    95.28400 185.1420014      3.0112     -2.1490     10.1392      0.1008      7.6920    172.4112      0.4449      0.0057     -0.0014      0.0030    0.648747    0.000036    3.880187    4.238656    2.245318    0.000000 9999.999999 9999.999999 9999.999999       39990   2360.0000      110601
  59716.2000     13.5757      0.3037     90.7066    103.0765   2180.4869    308.1619     51.3328    967.7234    777.0799 999999.9999 999999.9999 999999.9999 999999.9999   1.9788000   8.4243999 184.9275995      0.3069  36.5762137  -97.323771  2292.56280    95.54360 185.2123999      2.9225     -2.2423      9.8070     -0.2149      7.7754    175.3320      0.5200      0.0052     -0.0013      0.0035    0.808123    0.000057    4.676208    5.477234    2.651946    0.000000 9999.999999 9999.999999 9999.999999       39980   2340.0000      110601
  59717.2000     13.4515      0.3043     90.8492    103.2770   2190.2768    308.1360     51.4972    967.5956    776.1307 999999.9999 999999.9999 999999.9999 999999.9999   1.7692000   8.4595999 184.8967999     -0.0888  36.5753540  -97.323870  2302.19240    95.79080 185.3271991      2.8821     -2.0097      9.6334     -0.5287      7.7689    173.6527      0.5365      0.0052     -0.0012      0.0037    0.886956    0.000160    6.147350    7.569632    3.572916    0.013920   31.282049   71.590863   23.132623       39980   2360.0000      110601
  59718.2000     13.3537      0.3046     90.8945    103.3659   2199.0325    308.1272     51.5495    967.4578    775.2826 999999.9999 999999.9999 999999.9999 999999.9999   1.0648000   8.4244002 184.8871997     -0.0885  36.5744922  -97.323968  2311.82601    96.01480 185.3399963      3.0928     -2.1416      9.6726     -0.0071      7.6519    172.9247      0.5673      0.0059     -0.0013      0.0033    3.947144    0.000616    5.884181    9.214763    3.733154    0.000000 9999.999999 9999.999999 9999.999999       39990   2420.0000      110601
  59719.2000     13.2207      0.3054     91.0692    103.5965   2208.0442    308.0832     51.7514    967.4258    774.4105 999999.9999 999999.9999 999999.9999 999999.9999   0.8460000   8.4164000 184.9171991     -0.2472  36.5736299  -97.324068  2321.54521    96.23680 185.3528027      3.1174     -2.0847      9.7856      0.1576      7.6494    173.3321      0.6029      0.0059     -0.0000      0.0053   35.487301    0.003226    5.114109    7.496670    3.150814    0.000000 9999.999999 9999.999999 9999.999999       39990   2300.0000      110601
  59720.2000     13.1234      0.3061     91.2420    103.8339   2217.4562    308.0821     51.9514    967.3535    773.5005 999999.9999 999999.9999 999999.9999 999999.9999   0.7304000   8.4243999 184.7751990     -0.1612  36.5727658  -97.324170  2331.40759    96.44920 185.3152008      3.1376     -2.0389      9.8052      0.1801      7.7127    171.8111      0.6369      0.0037     -0.0014      0.0029    0.561714    0.000072 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990   2330.0000      110601
  59721.2000     13.0569      0.3069     91.4070    104.0701   2227.1396    308.1171     52.1429    967.2493    772.5652 999999.9999 999999.9999 999999.9999 999999.9999   0.9196000   8.5476001 184.8424017     -0.0770  36.5718994  -97.324269  2341.14476    96.64840 185.2899933      3.0644     -2.1614      9.7240     -0.2984      7.7166    173.0335      0.6584      0.0038     -0.0013      0.0027    1.040808    0.000090    5.234775    6.313333    2.909092    0.000000 9999.999999 9999.999999 9999.999999       39990   2330.0000      110601
  59722.2000     13.0178      0.3068     91.3290    104.0337   2236.4387    308.1773     52.0523    967.1569    771.6678 999999.9999 999999.9999 999999.9999 999999.9999   1.3004000   8.6659999 184.8011981     -0.2619  36.5710310  -97.324369  2350.85880    96.82480 185.3000031      3.1449     -2.0418      9.7478     -0.3619      7.5241    172.0644      0.6487      0.0048     -0.0015      0.0025    0.320651    0.000066 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39980   2340.0000      110601
  59723.2000     12.9590      0.3073     91.4198    104.1885   2246.2718    308.2223     52.1577    967.0963    770.7199 999999.9999 999999.9999 999999.9999 999999.9999   1.2912000   8.7884000 184.8908002     -0.1966  36.5701614  -97.324470  2360.63641    96.97360 185.3132013      3.0740     -2.1747      9.8188     -0.6598      7.5036    172.9731      0.6361      0.0037     -0.0015      0.0026    0.399796    0.000024 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990   2350.0000      110601
  59724.2000     12.8999      0.3081     91.6007    104.4464   2256.2455    308.2686     52.3681    966.9803    769.7593 999999.9999 999999.9999 999999.9999 999999.9999   0.7640000   8.8720001 185.0596020     -0.4707  36.5692905  -97.324570  2370.51841    97.10120 185.3184057      3.0516     -2.1663     10.3064     -0.3513      7.5775    175.4274      0.6534      0.0029     -0.0014      0.0028    0.558215    0.000033 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990   2360.0000      110601
  59725.2000     12.8562      0.3083     91.6271    104.5354   2266.7420    308.3372     52.3989    966.9551    768.7494 999999.9999 999999.9999 999999.9999 999999.9999   0.1880000   8.9195999 185.0039996      0.0918  36.5684190  -97.324665  2381.30681    97.20760 185.2687988      3.0599     -2.0254     10.8266      0.1311      7.5604    175.3497      0.6414      0.0032     -0.0015      0.0029    0.797626    0.000059    4.405010    4.947766    2.440428    0.000000 9999.999999 9999.999999 9999.999999       39990   2260.0000      110601
  59726.2000     12.8063      0.3086     91.6377    104.6027   2276.8420    308.3947     52.4112    966.8324    767.7787 999999.9999 999999.9999 999999.9999 999999.9999   0.1412000   8.9899999 184.8552002     -0.1146  36.5675468  -97.324757  2392.18520    97.30840 185.1759998      3.0020     -1.9847     10.9214     -0.0129      7.5448    174.3950      0.6095      0.0035     -0.0015      0.0032    0.876940    0.000098    5.973070    6.803743    3.090252    0.000000 9999.999999 9999.999999 9999.999999       39990   2220.0000      110601
  59727.2000     12.7214      0.3092     91.7717    104.8059   2287.2419    308.4178     52.5674    966.7836    766.7802 999999.9999 999999.9999 999999.9999 999999.9999   0.1076000   9.0596000 184.7804010      0.0046  36.5666727  -97.324854  2403.15761    97.38800 185.0880005      2.9993     -2.1064     11.0590     -0.0259      7.6634    174.6598      0.6513      0.0044     -0.0015      0.0029    0.714832    0.000087    6.063462    7.896819    3.262590    0.000000 9999.999999 9999.999999 9999.999999       39990   2260.0000      110601
  59728.2000     12.6507      0.3095     91.7877    104.8797   2297.9561    308.4598     52.5859    966.7046    765.7527 999999.9999 999999.9999 999999.9999 999999.9999   0.2568000   9.2576000 184.6915973     -0.1878  36.5657980  -97.324949  2414.31921    97.44480 184.9895996      3.0380     -2.0498     11.3112     -0.0955      7.6767    174.6234      0.6291      0.0047     -0.0015      0.0029    1.112584    0.000171    6.234756    6.947598    3.248454    0.000000 9999.999999 9999.999999 9999.999999       39990   2250.0000      110601
  59729.2000     12.5700      0.3097     91.7902    104.9358   2308.5502    308.4896     52.5889    966.6021    764.7377 999999.9999 999999.9999 999999.9999 999999.9999   0.5964000   9.3896001 184.7960016     -0.2833  36.5649229  -97.325044  2425.80359    97.45000 184.9311945      3.1113     -2.2003     11.6164      0.0920      7.6807    176.8456      0.5970      0.0037     -0.0013      0.0025    0.952507    0.000265    7.680120    8.328872    3.823017    0.000000 9999.999999 9999.999999 9999.999999       39990   2290.0000      110601
  59730.2000     12.4803      0.3101     91.8547    105.0630   2319.4990    308.5137     52.6642    966.5079    763.6900 999999.9999 999999.9999 999999.9999 999999.9999   0.4820000   9.4243999 184.6688000     -0.0976  36.5640480  -97.325138  2437.57521    97.45720 184.9027991      3.0867     -1.9711     11.8688      0.2270      7.8232    175.7326      0.5588      0.0040     -0.0015      0.0031    0.793087    0.000094    5.675240    6.877045    3.165613    0.000000 9999.999999 9999.999999 9999.999999       39990   2260.0000      110601
  59731.2000     12.4024      0.3101     91.8070    105.0671   2330.8170    308.5546     52.6086    966.4121    762.6081 999999.9999 999999.9999 999999.9999 999999.9999   0.1360000   9.5348001 184.5495990     -0.0380  36.5631743  -97.325230  2449.55839    97.44720 184.8223999      2.9978     -2.0521     12.0410      0.0523      7.8494    175.0384      0.5235      0.0051     -0.0014      0.0035    0.951800    0.000107    5.667735    7.296486    3.316937    0.000000 9999.999999 9999.999999 9999.999999       39990   2230.0000      110601
  59732.2000     12.3290      0.3099     91.6762    104.9793   2342.4264    308.6036     52.4560    966.3650    761.4996 999999.9999 999999.9999 999999.9999 999999.9999   0.2308000   9.6415999 184.5396003     -0.0719  36.5623003  -97.325321  2461.66722    97.42480 184.7324005      2.9920     -2.1068     12.1242     -0.0596      7.7614    175.9633      0.5227      0.0055     -0.0014      0.0030    1.111209    0.000152    6.032430    8.091933    3.519677    0.000000 9999.999999 9999.999999 9999.999999       39990   2260.0000      110601
  59733.2000     12.2416      0.3100     91.6307    104.9838   2353.7048    308.6338     52.4030    966.2490    760.4240 999999.9999 999999.9999 999999.9999 999999.9999   0.5876000   9.6863999 184.4551996     -0.0790  36.5614256  -97.325410  2473.80998    97.37360 184.6703986      3.0122     -2.0873     12.1418     -0.1045      7.8197    175.7104      0.5023      0.0047     -0.0014      0.0030    1.031962    0.000133    6.196760    6.860828    3.275015    0.000000 9999.999999 9999.999999 9999.999999       39990   2200.0000      110601
  59734.2000     12.1536      0.3099     91.5248    104.9191   2364.9296    308.6627     52.2798    966.1465    759.3547 999999.9999 999999.9999 999999.9999 999999.9999   0.6236000   9.6928000 184.3452008      0.1194  36.5605511  -97.325499  2485.95041    97.32280 184.6235992      2.9983     -2.1236     12.1644     -0.1279      7.8247    174.8147      0.4842      0.0056     -0.0014      0.0027    0.794698    0.000139    6.640700    8.445224    4.045057    0.000000 9999.999999 9999.999999 9999.999999       39990   2200.0000      110601
  59735.2000     12.0290      0.3106     91.6729    105.1403   2376.6190    308.6572     52.4523    966.0574    758.2425 999999.9999 999999.9999 999999.9999 999999.9999   0.8500000   9.8392001 184.2288006     -0.3824  36.5596776  -97.325586  2498.14521    97.22560 184.5876031      2.9513     -2.0787     12.3184     -0.3505      8.1610    174.1187      0.5998      0.0046     -0.0014      0.0026    1.267667    0.000244    6.748574    7.715715    3.528141    0.000000 9999.999999 9999.999999 9999.999999       39980   2210.0000      110601
  59736.2000     11.9546      0.3099     91.3910    104.8812   2388.4826    308.7079     52.1243    965.9481    757.1151 999999.9999 999999.9999 999999.9999 999999.9999   1.2096000   9.9488000 184.2868005     -0.1753  36.5588051  -97.325674  2510.60566    97.12760 184.5644019      3.1162     -2.2032     12.5840     -0.0137      7.9793    174.8157      0.6257      0.0089      0.0015      0.0072   45.979055    0.003655    5.301909    7.234307    3.137398    0.000000 9999.999999 9999.999999 9999.999999       39990   2040.0000      110601
  59737.2000     11.8237      0.3102     91.4335    104.9798   2400.0133    308.6939     52.1737    965.8489    756.0205 999999.9999 999999.9999 999999.9999 999999.9999   1.5312000  10.3255999 184.4488019     -0.6768  36.5579335  -97.325761  2523.33879    96.94680 184.6092004      3.0021     -2.1811     12.9418     -0.5742      8.2181    176.7752      0.5920      0.0118      0.0013      0.0076  146.506542    0.012003    5.206938    8.070866    3.207755    0.000000 9999.999999 9999.999999 9999.999999       39980   2040.0000      110601
  59738.2000     11.7302      0.3096     91.1779    104.7507   2412.4516    308.7303     51.8772    965.7918    754.8413 999999.9999 999999.9999 999999.9999 999999.9999   2.0972000  10.4503999 184.4207984     -0.1672  36.5570645  -97.325848  2536.51840    96.72680 184.6851990      3.3466     -2.0571     13.3052      0.1943      8.2300    175.5804      0.6406      0.0315      0.0226      0.0334  252.559812    0.041491    5.648843    7.519819    3.226209    0.000000 9999.999999 9999.999999 9999.999999       39980   1650.0000      110601
  59739.2000     11.5619      0.3099     91.2172    104.8439   2424.7855    308.6846     51.9228    965.6791    753.6734 999999.9999 999999.9999 999999.9999 999999.9999   1.9020000  10.6328000 184.4752008     -0.2515  36.5561977  -97.325937  2549.97641    96.48080 184.7860010      3.1659     -2.1955     13.6170     -0.1657      8.5666    175.3566      0.7129      0.0657      0.0564      0.0670  313.289051    0.092794    7.558490   10.477777    4.505148    0.000000 9999.999999 9999.999999 9999.999999       39990   2540.0000      110601
  59740.2000     11.4225      0.3095     91.0143    104.6668   2437.3221    308.6722     51.6879    965.6304    752.4879 999999.9999 999999.9999 999999.9999 999999.9999   0.3988000  10.9172000 184.8776001     -0.4985  36.5553334  -97.326026  2563.77801    96.20800 184.7847986      3.2237     -2.3490     13.9268     -0.1529      8.5668    180.1445      0.8235      0.0789      0.0697      0.0834  491.928540    0.135980    7.548089    9.492190    4.313712    0.000000 9999.999999 9999.999999 9999.999999       39990   2240.0000      110601
  59741.2000     11.3025      0.3083     90.5911    104.2437   2450.2633    308.6855     51.1999    965.4858    751.2657 999999.9999 999999.9999 999999.9999 999999.9999   0.3120000  11.3200000 185.0488019     -0.3107  36.5544714  -97.326115  2577.85241    95.87600 184.7443994      3.2604     -2.0221     14.1760     -0.4850      8.4350    182.9750      0.9312      0.0951      0.0775      0.0916  366.054265    0.147289    8.662778   10.684553    4.966541    0.000000 9999.999999 9999.999999 9999.999999       39980   2530.0000      110601
